A1811681
Faunal Box 82
05/05/2022 14:41
Kroeber, 20AMez, NN 01, 02
"C","A1811681","05/09/2022 09:33","1-124166.3","Faunal Box 82","Kroeber, 20AMez, NN 01, 02"
"C","A1811681","05/09/2022 09:33","1-124167.2","Faunal Box 82","Kroeber, 20AMez, NN 01, 02"
"C","A1811681","05/09/2022 09:33","1-124168.3","Faunal Box 82","Kroeber, 20AMez, NN 01, 02"
"C","A1811681","05/09/2022 09:33","1-124168.4","Faunal Box 82","Kroeber, 20AMez, NN 01, 02"
"C","A1811681","05/09/2022 09:33","1-124168.1","Faunal Box 82","Kroeber, 20AMez, NN 01, 02"
"C","A1811681","05/09/2022 09:33","1-124168.2","Faunal Box 82","Kroeber, 20AMez, NN 01, 02"
A1811681
Faunal Box 82
05/09/2022 09:54
Kroeber, 20AMez, NN 01, 02
"C","A1811681","05/09/2022 09:54","1-124169.1","Faunal Box 82","Kroeber, 20AMez, NN 01, 02"
"C","A1811681","05/09/2022 09:54","1-124169.4","Faunal Box 82","Kroeber, 20AMez, NN 01, 02"
"C","A1811681","05/09/2022 09:54","1-124169.2","Faunal Box 82","Kroeber, 20AMez, NN 01, 02"
Faunal Box 24
05/09/2022 09:59
Kroeber, 20AMez, MM 02, 02
"C","A1811681","05/09/2022 09:59","1-124197.2","Faunal Box 24","Kroeber, 20AMez, MM 02, 02"
"C","A1811681","05/09/2022 09:59","1-124199.1","Faunal Box 24","Kroeber, 20AMez, MM 02, 02"
Kroeber, 20AMez, NN 01, 02
05/09/2022 10:02
Faunal Box 82
"C","A1811681","05/09/2022 10:02","1-124397.1","Kroeber, 20AMez, NN 01, 02","Faunal Box 82"
A1811681
Faunal Box 31
05/09/2022 10:11
Kroeber, 20AMez, MM 04, 01
"C","A1811681","05/09/2022 10:11","1-124397.1","Faunal Box 31","Kroeber, 20AMez, MM 04, 01"
Faunal Box 824
05/09/2022 10:12
Kroeber, 20AMez, NN 01, 02
"C","A1811681","05/09/2022 10:12","1-124400.1","Faunal Box 824","Kroeber, 20AMez, NN 01, 02"
"C","A1811681","05/09/2022 10:12","1-124399.2","Faunal Box 824","Kroeber, 20AMez, NN 01, 02"
"C","A1811681","05/09/2022 10:12","1-124399.3","Faunal Box 824","Kroeber, 20AMez, NN 01, 02"
"C","A1811681","05/09/2022 10:12","1-124400.3","Faunal Box 824","Kroeber, 20AMez, NN 01, 02"
"C","A1811681","05/09/2022 10:12","1-124401.1","Faunal Box 824","Kroeber, 20AMez, NN 01, 02"
"C","A1811681","05/09/2022 10:12","1-124401.2","Faunal Box 824","Kroeber, 20AMez, NN 01, 02"
"C","A1811681","05/09/2022 10:12","1-124402.2","Faunal Box 824","Kroeber, 20AMez, NN 01, 02"
"C","A1811681","05/09/2022 10:12","1-124403.3","Faunal Box 824","Kroeber, 20AMez, NN 01, 02"
"C","A1811681","05/09/2022 10:12","1-124403.4","Faunal Box 824","Kroeber, 20AMez, NN 01, 02"
"C","A1811681","05/09/2022 10:12","1-124404.1","Faunal Box 824","Kroeber, 20AMez, NN 01, 02"
"C","A1811681","05/09/2022 10:12","1-124404.4","Faunal Box 824","Kroeber, 20AMez, NN 01, 02"
"C","A1811681","05/09/2022 10:12","1-124407.2","Faunal Box 824","Kroeber, 20AMez, NN 01, 02"
"C","A1811681","05/09/2022 10:12","1-124406.1","Faunal Box 824","Kroeber, 20AMez, NN 01, 02"
"C","A1811681","05/09/2022 10:12","1-124405.2","Faunal Box 824","Kroeber, 20AMez, NN 01, 02"
"C","A1811681","05/09/2022 10:12","1-124405.3","Faunal Box 824","Kroeber, 20AMez, NN 01, 02"
A1811681
Faunal Box 824
05/09/2022 10:30
Kroeber, 20AMez, NN 01, 02
"C","A1811681","05/09/2022 10:30","1-124408.2","Faunal Box 824","Kroeber, 20AMez, NN 01, 02"
"C","A1811681","05/09/2022 10:30","1-124409.2","Faunal Box 824","Kroeber, 20AMez, NN 01, 02"
"C","A1811681","05/09/2022 10:30","1-124410.2","Faunal Box 824","Kroeber, 20AMez, NN 01, 02"
"C","A1811681","05/09/2022 10:30","1-124411.2","Faunal Box 824","Kroeber, 20AMez, NN 01, 02"
"C","A1811681","05/09/2022 10:30","1-124412.1","Faunal Box 824","Kroeber, 20AMez, NN 01, 02"
"C","A1811681","05/09/2022 10:30","1-124413.1","Faunal Box 824","Kroeber, 20AMez, NN 01, 02"
"C","A1811681","05/09/2022 10:30","1-124414.3","Faunal Box 824","Kroeber, 20AMez, NN 01, 02"
A1811681
1-124423.1
05/09/2022 10:41
Faunal Box 824
05/09/2022 10:41
Kroeber, 20AMez, NN 01, 02
"C","A1811681","05/09/2022 10:41","1-124423.4","Faunal Box 824","Kroeber, 20AMez, NN 01, 02"
"C","A1811681","05/09/2022 10:41","1-124423.1","Faunal Box 824","Kroeber, 20AMez, NN 01, 02"
"C","A1811681","05/09/2022 10:41","1-124463.1","Faunal Box 824","Kroeber, 20AMez, NN 01, 02"
"C","A1811681","05/09/2022 10:41","1-124464.1","Faunal Box 824","Kroeber, 20AMez, NN 01, 02"
"C","A1811681","05/09/2022 10:41","1-124465.1","Faunal Box 824","Kroeber, 20AMez, NN 01, 02"
"C","A1811681","05/09/2022 10:41","1-124465.4","Faunal Box 824","Kroeber, 20AMez, NN 01, 02"
"C","A1811681","05/09/2022 10:41","1-124465.5","Faunal Box 824","Kroeber, 20AMez, NN 01, 02"
"C","A1811681","05/09/2022 10:41","1-124465.6","Faunal Box 824","Kroeber, 20AMez, NN 01, 02"
"C","A1811681","05/09/2022 10:41","1-124465.7","Faunal Box 824","Kroeber, 20AMez, NN 01, 02"
"C","A1811681","05/09/2022 10:41","1-124465.3","Faunal Box 824","Kroeber, 20AMez, NN 01, 02"
Faunal Box 825
05/09/2022 10:53
Kroeber, 20AMez, NN 01, 02
"C","A1811681","05/09/2022 10:53","1-124466.2","Faunal Box 825","Kroeber, 20AMez, NN 01, 02"
"C","A1811681","05/09/2022 10:53","1-124466.3","Faunal Box 825","Kroeber, 20AMez, NN 01, 02"
"C","A1811681","05/09/2022 10:53","1-124467.1","Faunal Box 825","Kroeber, 20AMez, NN 01, 02"
"C","A1811681","05/09/2022 10:53","1-124466.4","Faunal Box 825","Kroeber, 20AMez, NN 01, 02"
"C","A1811681","05/09/2022 10:53","1-124466.5","Faunal Box 825","Kroeber, 20AMez, NN 01, 02"
"C","A1811681","05/09/2022 10:53","1-124467.2","Faunal Box 825","Kroeber, 20AMez, NN 01, 02"
"C","A1811681","05/09/2022 10:53","1-124467.3","Faunal Box 825","Kroeber, 20AMez, NN 01, 02"
"C","A1811681","05/09/2022 10:53","1-124467.6","Faunal Box 825","Kroeber, 20AMez, NN 01, 02"
"C","A1811681","05/09/2022 10:53","1-124467.5","Faunal Box 825","Kroeber, 20AMez, NN 01, 02"
"C","A1811681","05/09/2022 10:53","1-124468.4","Faunal Box 825","Kroeber, 20AMez, NN 01, 02"
"C","A1811681","05/09/2022 10:53","1-124468.3","Faunal Box 825","Kroeber, 20AMez, NN 01, 02"
"C","A1811681","05/09/2022 10:53","1-124468.2","Faunal Box 825","Kroeber, 20AMez, NN 01, 02"
"C","A1811681","05/09/2022 10:53","1-124468.1","Faunal Box 825","Kroeber, 20AMez, NN 01, 02"
"C","A1811681","05/09/2022 10:53","1-124469.3","Faunal Box 825","Kroeber, 20AMez, NN 01, 02"
"C","A1811681","05/09/2022 10:53","1-124469.4","Faunal Box 825","Kroeber, 20AMez, NN 01, 02"
"C","A1811681","05/09/2022 10:53","1-124469.5","Faunal Box 825","Kroeber, 20AMez, NN 01, 02"
"C","A1811681","05/09/2022 10:53","1-124469.2","Faunal Box 825","Kroeber, 20AMez, NN 01, 02"
"C","A1811681","05/09/2022 10:53","1-124470.2","Faunal Box 825","Kroeber, 20AMez, NN 01, 02"
"C","A1811681","05/09/2022 10:53","1-124470.1","Faunal Box 825","Kroeber, 20AMez, NN 01, 02"
"C","A1811681","05/09/2022 10:53","1-124470.3","Faunal Box 825","Kroeber, 20AMez, NN 01, 02"
"C","A1811681","05/09/2022 10:53","1-124470.4","Faunal Box 825","Kroeber, 20AMez, NN 01, 02"
"C","A1811681","05/09/2022 10:53","1-124470.5","Faunal Box 825","Kroeber, 20AMez, NN 01, 02"
"C","A1811681","05/09/2022 10:53","1-124471.2","Faunal Box 825","Kroeber, 20AMez, NN 01, 02"
"C","A1811681","05/09/2022 10:53","1-124471.1","Faunal Box 825","Kroeber, 20AMez, NN 01, 02"
"C","A1811681","05/09/2022 10:53","1-124471.4","Faunal Box 825","Kroeber, 20AMez, NN 01, 02"
"C","A1811681","05/09/2022 10:53","1-124471.5","Faunal Box 825","Kroeber, 20AMez, NN 01, 02"
"C","A1811681","05/09/2022 10:53","1-124471.3","Faunal Box 825","Kroeber, 20AMez, NN 01, 02"
"C","A1811681","05/09/2022 10:53","1-124472.1","Faunal Box 825","Kroeber, 20AMez, NN 01, 02"
"C","A1811681","05/09/2022 10:53","1-124472.2","Faunal Box 825","Kroeber, 20AMez, NN 01, 02"
